Order Dt,Time,Ticket#,Dish,Qty
2022-12-03,17:24:00,T-2213470,Rice Pudding,4
03/12/2022,17:24:00,T-2213470,JUICE,2
2022-12-03,18:00:00,T-2213471,Chicken Soup,2
2022-12-03,18:00:00,T-2213471,Steaks,5
2022-12-03,18:00:00,T-2213471,Plain Rice,5
2022-12-03,18:00:00,T-2213471,,4
2022-12-03,18:00:00,T-2213471,Lemonade,2
03/12/2022,18:36:00,T-2213472,TomatoSoup,1
03/12/2022,18:36:00,T-2213472,ROASTED DUCK,4
2022-12-03,18:36:00,T-2213472,plain rice,2
2022-12-03,18:36:00,T-2213472,Chocolate Cake,3
2022-12-03,18:36:00,T-2213472,Liqueurs,2
2022-12-03,19:12:00,T-2213473,CHICKEN SOUP,3
2022-12-03,19:12:00,T-2213473,chicken breast,9
2022-12-03,19:12:00,T-2213473,Garlic Bread,5
03/12/2022,19:12:00,T-2213473,APPLE PIE,4
2022-12-03,19:12:00,T-2213473,Vodka,1
2022-12-03,19:48:00,T-2213474,Samosas,1
2022-12-03,19:48:00,T-2213474,VEGETARIAN PASTA,3
2022-12-03,19:48:00,T-2213474,steamed vegetables,4
2022-12-03,19:48:00,T-2213474,CARROT CAKE,7
2022-12-03,19:48:00,T-2213474,Water,4
2022-12-03,20:24:00,T-2213475,Calamari Rings,2
2022-12-03,20:24:00,T-2213475,STEAKS,3
2022-12-03,20:24:00,T-2213475,Naan Bread,1
2022-12-03,20:24:00,T-2213475,FruitSalad,5
2022-12-03,20:24:00,T-2213475,vodka,2
2022-12-03,21:00:00,T-2213476,bruschetta,4
2022-12-03,21:00:00,T-2213476,Lasagna,2
2022-12-03,21:00:00,T-2213476,french fries,3
2022-12-03,21:00:00,T-2213476,CHOCOLATE PUDDING,2
2022-12-03,21:00:00,T-2213476,wine,6
03/12/2022,21:36:00,T-2213477,CHICKEN SOUP,4
2022-12-03,21:36:00,T-2213477,LAMB CHOPS,4
2022-12-03,21:36:00,T-2213477,GARLIC BREAD,4
2022-12-03,21:36:00,T-2213477,FRUIT SALAD,1
2022-12-03,21:36:00,T-2213477,VODKA,4
2022-12-03,22:12:00,T-2213478,Tomato Soup,1
2022-12-03,22:12:00,T-2213478,Grilled Fish,4
2022-12-03,22:12:00,T-2213478,GARLIC BREAD,1
03/12/2022,22:12:00,T-2213478,FRUIT SALAD,1
03/12/2022,22:12:00,T-2213478,,3
2022-12-03,22:48:00,T-2213479,Spring Rolls,1
03/12/2022,22:48:00,T-2213479,Salads,3
2022-12-03,22:48:00,T-2213479,Roasted Potatoes,3
2022-12-03,22:48:00,T-2213479,CarrotCake,1
2022-12-03,22:48:00,T-2213479,Liqueurs,1
2022-12-03,23:24:00,T-2213480,caesar salad,1
2022-12-03,23:24:00,T-2213480,vegetable stir-fry,5
03/12/2022,23:24:00,T-2213480,Naan Bread,1
03/12/2022,23:24:00,T-2213480,SLICED FRUITS,1
03/12/2022,23:24:00,T-2213480,Water,3
2022-12-04,00:00:00,T-2213481,seafood skewers,1
2022-12-04,00:00:00,T-2213481,Lamb Chops,4
2022-12-04,00:00:00,T-2213481,,4
04/12/2022,00:00:00,T-2213481,,9
04/12/2022,00:00:00,T-2213481,Vodka,2
2022-12-04,00:36:00,T-2213482,GARDEN SALAD,1
2022-12-04,00:36:00,T-2213482,Pork Chops,10
04/12/2022,00:36:00,T-2213482,ROASTED POTATOES,1
2022-12-04,00:36:00,T-2213482,Carrot Cake,4
2022-12-04,00:36:00,T-2213482,Soda,4
2022-12-04,01:12:00,T-2213483,Samosas,1
2022-12-04,01:12:00,T-2213483,Salads,2
2022-12-04,01:12:00,T-2213483,potato wedges,2
2022-12-04,01:12:00,T-2213483,Sliced Fruits,3
2022-12-04,01:12:00,T-2213483,Iced Tea,1
04/12/2022,01:48:00,T-2213484,SAMOSAS,1
2022-12-04,01:48:00,T-2213484,Chicken Breast,3
2022-12-04,01:48:00,T-2213484,French Fries,1
2022-12-04,01:48:00,T-2213484,Custard,2
04/12/2022,01:48:00,T-2213484,Cocktails,3
2022-12-04,02:24:00,T-2213485,samosas,3
2022-12-04,02:24:00,T-2213485,seafood pasta,5
2022-12-04,02:24:00,T-2213485,steamed vegetables,3
2022-12-04,02:24:00,T-2213485,VARIOUS FLAVORS WITH TOPPINGS,5
2022-12-04,02:24:00,T-2213485,WATER,1
04/12/2022,03:00:00,T-2213486,Bruschetta,2
04/12/2022,03:00:00,T-2213486,Fettuccine,3
2022-12-04,03:00:00,T-2213486,French Fries,1
04/12/2022,03:00:00,T-2213486,Rice Pudding,4
2022-12-04,03:00:00,T-2213486,Wine,1
2022-12-04,03:36:00,T-2213487,Bruschetta,2
2022-12-04,03:36:00,T-2213487,Pork Chops,4
2022-12-04,03:36:00,T-2213487,FrenchFries,3
2022-12-04,03:36:00,T-2213487,FRUIT SALAD,6
2022-12-04,03:36:00,T-2213487,IcedTea,3
2022-12-04,04:12:00,T-2213488,Samosas,4
2022-12-04,04:12:00,T-2213488,pork chops,3
2022-12-04,04:12:00,T-2213488,Plain Rice,4
2022-12-04,04:12:00,T-2213488,Sliced Fruits,3
2022-12-04,04:12:00,T-2213488,Vodka,1
2022-12-04,04:48:00,T-2213489,Spring Rolls,3
04/12/2022,04:48:00,T-2213489,chicken breast,4
2022-12-04,04:48:00,T-2213489,steamed vegetables,4
04/12/2022,04:48:00,T-2213489,chocolate cake,6
04/12/2022,04:48:00,T-2213489,WATER,1
04/12/2022,05:24:00,T-2213490,ShrimpCocktail,1
2022-12-04,05:24:00,T-2213490,SALADS,4
04/12/2022,05:24:00,T-2213490,Pilaf,2
2022-12-04,05:24:00,T-2213490,,5
2022-12-04,05:24:00,T-2213490,Water,6
2022-12-04,06:00:00,T-2213491,Samosas,1
2022-12-04,06:00:00,T-2213491,sushi rolls,2
2022-12-04,06:00:00,T-2213491,Mashed Potatoes,5
04/12/2022,06:00:00,T-2213491,Cherry Pie,8
2022-12-04,06:00:00,T-2213491,Beer,2
2022-12-04,06:36:00,T-2213492,Caesar Salad,2
2022-12-04,06:36:00,T-2213492,lamb chops,1
04/12/2022,06:36:00,T-2213492,steamed vegetables,1
2022-12-04,06:36:00,T-2213492,FruitPlatter,3
2022-12-04,06:36:00,T-2213492,Lemonade,1
04/12/2022,07:12:00,T-2213493,ChickenSoup,4
2022-12-04,07:12:00,T-2213493,Chicken Breast,3
2022-12-04,07:12:00,T-2213493,Pilaf,3
04/12/2022,07:12:00,T-2213493,RICE PUDDING,1
2022-12-04,07:12:00,T-2213493,IcedTea,1
2022-12-04,07:48:00,T-2213494,seafood skewers,1
2022-12-04,07:48:00,T-2213494,Burgers,3
2022-12-04,07:48:00,T-2213494,Plain Rice,3
04/12/2022,07:48:00,T-2213494,Cheesecake,4
2022-12-04,07:48:00,T-2213494,Wine,1
2022-12-04,08:24:00,T-2213495,Calamari Rings,1
2022-12-04,08:24:00,T-2213495,Burgers,2
2022-12-04,08:24:00,T-2213495,Dinner Rolls,5
2022-12-04,08:24:00,T-2213495,,2
2022-12-04,08:24:00,T-2213495,,2
2022-12-04,09:00:00,T-2213496,Shrimp Cocktail,1
04/12/2022,09:00:00,T-2213496,Fettuccine,5
2022-12-04,09:00:00,T-2213496,Steamed Vegetables,2
2022-12-04,09:00:00,T-2213496,Sliced Fruits,5
2022-12-04,09:00:00,T-2213496,Beer,1
2022-12-04,09:36:00,T-2213497,ShrimpCocktail,1
04/12/2022,09:36:00,T-2213497,turkey dishes,5
2022-12-04,09:36:00,T-2213497,Dinner Rolls,8
2022-12-04,09:36:00,T-2213497,SLICED FRUITS,1
2022-12-04,09:36:00,T-2213497,Vodka,1
2022-12-04,10:12:00,T-2213498,spring rolls,1
2022-12-04,10:12:00,T-2213498,Seafood Pasta,4
2022-12-04,10:12:00,T-2213498,Mixed Vegetable Medley,6
04/12/2022,10:12:00,T-2213498,cherry pie,7
2022-12-04,10:12:00,T-2213498,soda,2
2022-12-04,10:48:00,T-2213499,Bruschetta,1
2022-12-04,10:48:00,T-2213499,BURGERS,2
04/12/2022,10:48:00,T-2213499,Steamed Vegetables,1
2022-12-04,10:48:00,T-2213499,Carrot Cake,2
04/12/2022,10:48:00,T-2213499,Vodka,1
2022-12-04,11:24:00,T-2213500,Shrimp Cocktail,1
2022-12-04,11:24:00,T-2213500,Sushi Rolls,2
2022-12-04,11:24:00,T-2213500,GARLIC BREAD,2
2022-12-04,11:24:00,T-2213500,TIRAMISU,2
2022-12-04,11:24:00,T-2213500,Soda,3
2022-12-04,12:00:00,T-2213501,ShrimpCocktail,3
2022-12-04,12:00:00,T-2213501,Steaks,3
2022-12-04,12:00:00,T-2213501,grilled vegetables,3
04/12/2022,12:00:00,T-2213501,tiramisu,3
2022-12-04,12:00:00,T-2213501,Lemonade,3
2022-12-04,12:36:00,T-2213502,Spring Rolls,2
2022-12-04,12:36:00,T-2213502,Tofu Dishes,3
04/12/2022,12:36:00,T-2213502,FriedRice,1
2022-12-04,12:36:00,T-2213502,Custard,5
2022-12-04,12:36:00,T-2213502,Water,1
2022-12-04,13:12:00,T-2213503,SAMOSAS,4
2022-12-04,13:12:00,T-2213503,Steaks,5
2022-12-04,13:12:00,T-2213503,FRENCH FRIES,1
2022-12-04,13:12:00,T-2213503,rice pudding,5
2022-12-04,13:12:00,T-2213503,Juice,5
2022-12-04,13:48:00,T-2213504,GARDEN SALAD,2
2022-12-04,13:48:00,T-2213504,seafood pasta,4
04/12/2022,13:48:00,T-2213504,MASHED POTATOES,3
2022-12-04,13:48:00,T-2213504,Cheesecake,5
2022-12-04,13:48:00,T-2213504,WINE,2
2022-12-04,14:24:00,T-2213505,BRUSCHETTA,3
2022-12-04,14:24:00,T-2213505,Spaghetti,4
2022-12-04,14:24:00,T-2213505,Potato Wedges,2
2022-12-04,14:24:00,T-2213505,Tiramisu,2
2022-12-04,14:24:00,T-2213505,Wine,1
04/12/2022,15:00:00,T-2213506,ChickenSoup,1
2022-12-04,15:00:00,T-2213506,VEGETABLE STIR-FRY,3
2022-12-04,15:00:00,T-2213506,Mixed Vegetable Medley,1
2022-12-04,15:00:00,T-2213506,cherry pie,5
2022-12-04,15:00:00,T-2213506,Soda,3
2022-12-04,15:36:00,T-2213507,CAESAR SALAD,2
2022-12-04,15:36:00,T-2213507,lamb chops,1
2022-12-04,15:36:00,T-2213507,Mashed Potatoes,4
2022-12-04,15:36:00,T-2213507,Fruit Salad,1
2022-12-04,15:36:00,T-2213507,Juice,2
04/12/2022,16:12:00,T-2213508,Calamari Rings,1
2022-12-04,16:12:00,T-2213508,TURKEY DISHES,4
04/12/2022,16:12:00,T-2213508,NaanBread,4
2022-12-04,16:12:00,T-2213508,Key Lime Pie,1
2022-12-04,16:12:00,T-2213508,beer,4
2022-12-04,16:48:00,T-2213509,Calamari Rings,1
2022-12-04,16:48:00,T-2213509,Spaghetti,5
2022-12-04,16:48:00,T-2213509,Mixed Vegetable Medley,3
2022-12-04,16:48:00,T-2213509,Tiramisu,6
2022-12-04,16:48:00,T-2213509,,1
2022-12-04,17:24:00,T-2213510,tomato soup,1
04/12/2022,17:24:00,T-2213510,TURKEY DISHES,1
2022-12-04,17:24:00,T-2213510,,4
2022-12-04,17:24:00,T-2213510,Rice Pudding,3
2022-12-04,17:24:00,T-2213510,Wine,5
2022-12-04,18:00:00,T-2213511,Garden Salad,3
2022-12-04,18:00:00,T-2213511,Grilled Fish,2
2022-12-04,18:00:00,T-2213511,Grilled Vegetables,5
2022-12-04,18:00:00,T-2213511,ChocolatePudding,2
2022-12-04,18:00:00,T-2213511,Lemonade,3
2022-12-04,18:36:00,T-2213512,TomatoSoup,1
2022-12-04,18:36:00,T-2213512,ChickenBreast,2
2022-12-04,18:36:00,T-2213512,Dinner Rolls,6
2022-12-04,18:36:00,T-2213512,FRUIT SALAD,6
2022-12-04,18:36:00,T-2213512,juice,2
2022-12-04,19:12:00,T-2213513,Bruschetta,1
2022-12-04,19:12:00,T-2213513,Chicken Breast,4
04/12/2022,19:12:00,T-2213513,,4
2022-12-04,19:12:00,T-2213513,Various Flavors with Toppings,3
2022-12-04,19:12:00,T-2213513,water,1
04/12/2022,19:48:00,T-2213514,Tomato Soup,1
04/12/2022,19:48:00,T-2213514,Fried Fish,2
2022-12-04,19:48:00,T-2213514,DinnerRolls,3
04/12/2022,19:48:00,T-2213514,tiramisu,5
2022-12-04,19:48:00,T-2213514,Water,2
2022-12-04,20:24:00,T-2213515,SHRIMP COCKTAIL,2
04/12/2022,20:24:00,T-2213515,Fried Fish,5
2022-12-04,20:24:00,T-2213515,Garlic Bread,6
2022-12-04,20:24:00,T-2213515,TIRAMISU,3
2022-12-04,20:24:00,T-2213515,Beer,1
2022-12-04,21:00:00,T-2213516,Chicken Soup,4
2022-12-04,21:00:00,T-2213516,Roasted Duck,5
04/12/2022,21:00:00,T-2213516,mixed vegetable medley,4
2022-12-04,21:00:00,T-2213516,FRUIT PLATTER,3
2022-12-04,21:00:00,T-2213516,Beer,2
2022-12-04,21:36:00,T-2213517,Seafood Skewers,2
2022-12-04,21:36:00,T-2213517,SUSHI ROLLS,4
2022-12-04,21:36:00,T-2213517,steamed vegetables,3
2022-12-04,21:36:00,T-2213517,Various Flavors with Toppings,3
2022-12-04,21:36:00,T-2213517,Coffee,1
2022-12-04,22:12:00,T-2213518,Caesar Salad,3
2022-12-04,22:12:00,T-2213518,Chicken Breast,2
2022-12-04,22:12:00,T-2213518,Garlic Bread,2
2022-12-04,22:12:00,T-2213518,Key Lime Pie,6
2022-12-04,22:12:00,T-2213518,Soda,2
2022-12-04,22:48:00,T-2213519,caesar salad,3
04/12/2022,22:48:00,T-2213519,SUSHI ROLLS,4
2022-12-04,22:48:00,T-2213519,MixedVegetableMedley,4
04/12/2022,22:48:00,T-2213519,CHEESECAKE,7
2022-12-04,22:48:00,T-2213519,,4
2022-12-04,23:24:00,T-2213520,Calamari Rings,1
2022-12-04,23:24:00,T-2213520,ChickenBreast,3
2022-12-04,23:24:00,T-2213520,,7
2022-12-04,23:24:00,T-2213520,Carrot Cake,5
04/12/2022,23:24:00,T-2213520,Cocktails,1
05/12/2022,00:00:00,T-2213521,samosas,1
2022-12-05,00:00:00,T-2213521,Steaks,2
2022-12-05,00:00:00,T-2213521,FRIED RICE,3
2022-12-05,00:00:00,T-2213521,fruit platter,1
05/12/2022,00:00:00,T-2213521,WHISKEY,1
2022-12-05,00:36:00,T-2213522,spring rolls,2
05/12/2022,00:36:00,T-2213522,RoastedDuck,1
05/12/2022,00:36:00,T-2213522,NAAN BREAD,1
2022-12-05,00:36:00,T-2213522,Chocolate Pudding,1
2022-12-05,00:36:00,T-2213522,whiskey,1
2022-12-05,01:12:00,T-2213523,caesar salad,3
05/12/2022,01:12:00,T-2213523,Seafood Pasta,2
2022-12-05,01:12:00,T-2213523,French Fries,1
2022-12-05,01:12:00,T-2213523,SLICED FRUITS,1
05/12/2022,01:12:00,T-2213523,,1
05/12/2022,01:48:00,T-2213524,Bruschetta,1
2022-12-05,01:48:00,T-2213524,Pork Chops,1
2022-12-05,01:48:00,T-2213524,,2
05/12/2022,01:48:00,T-2213524,Custard,1
2022-12-05,01:48:00,T-2213524,Juice,1
2022-12-05,02:24:00,T-2213525,SeafoodSkewers,1
05/12/2022,02:24:00,T-2213525,PORK CHOPS,1
2022-12-05,02:24:00,T-2213525,GARLIC BREAD,4
05/12/2022,02:24:00,T-2213525,CHOCOLATE PUDDING,1
05/12/2022,02:24:00,T-2213525,COCKTAILS,1
2022-12-05,03:00:00,T-2213526,Bruschetta,1
2022-12-05,03:00:00,T-2213526,salads,1
2022-12-05,03:00:00,T-2213526,Steamed Vegetables,1
2022-12-05,03:00:00,T-2213526,FruitPlatter,1
05/12/2022,03:00:00,T-2213526,Wine,1
2022-12-05,03:36:00,T-2213527,Shrimp Cocktail,5
2022-12-05,03:36:00,T-2213527,lamb chops,1
2022-12-05,03:36:00,T-2213527,MashedPotatoes,4
2022-12-05,03:36:00,T-2213527,FRUIT PLATTER,1
2022-12-05,03:36:00,T-2213527,cocktails,1
2022-12-05,04:12:00,T-2213528,Calamari Rings,2
2022-12-05,04:12:00,T-2213528,roasted duck,1
2022-12-05,04:12:00,T-2213528,Mixed Vegetable Medley,2
2022-12-05,04:12:00,T-2213528,Fruit Platter,4
2022-12-05,04:12:00,T-2213528,Liqueurs,2
05/12/2022,04:48:00,T-2213529,Spring Rolls,2
2022-12-05,04:48:00,T-2213529,Turkey Dishes,2
2022-12-05,04:48:00,T-2213529,GarlicBread,1
2022-12-05,04:48:00,T-2213529,CUSTARD,1
2022-12-05,04:48:00,T-2213529,Liqueurs,1
05/12/2022,05:24:00,T-2213530,tomato soup,1
2022-12-05,05:24:00,T-2213530,Chicken Breast,1
2022-12-05,05:24:00,T-2213530,Roasted Potatoes,1
2022-12-05,05:24:00,T-2213530,KEY LIME PIE,1
2022-12-05,05:24:00,T-2213530,juice,1
2022-12-05,06:00:00,T-2213531,Spring Rolls,1
2022-12-05,06:00:00,T-2213531,Salads,1
2022-12-05,06:00:00,T-2213531,Mixed Vegetable Medley,1
2022-12-05,06:00:00,T-2213531,Key Lime Pie,1
2022-12-05,06:00:00,T-2213531,COCKTAILS,2
2022-12-05,06:36:00,T-2213532,Garden Salad,2
2022-12-05,06:36:00,T-2213532,fettuccine,1
05/12/2022,06:36:00,T-2213532,,1
2022-12-05,06:36:00,T-2213532,Cheesecake,1
2022-12-05,06:36:00,T-2213532,Juice,1
2022-12-05,07:12:00,T-2213533,TOMATO SOUP,1
2022-12-05,07:12:00,T-2213533,Spaghetti,2
05/12/2022,07:12:00,T-2213533,Dinner Rolls,1
2022-12-05,07:12:00,T-2213533,ChocolatePudding,3
05/12/2022,07:12:00,T-2213533,Iced Tea,2
05/12/2022,07:48:00,T-2213534,Spring Rolls,1
2022-12-05,07:48:00,T-2213534,LambChops,1
2022-12-05,07:48:00,T-2213534,MIXED VEGETABLE MEDLEY,1
2022-12-05,07:48:00,T-2213534,fruit platter,1
2022-12-05,07:48:00,T-2213534,Cocktails,3
2022-12-05,08:24:00,T-2213535,Chicken Soup,1
2022-12-05,08:24:00,T-2213535,Sushi Rolls,1
2022-12-05,08:24:00,T-2213535,NAAN BREAD,1
05/12/2022,08:24:00,T-2213535,Chocolate Pudding,1
2022-12-05,08:24:00,T-2213535,lemonade,1
05/12/2022,09:00:00,T-2213536,Chicken Soup,1
2022-12-05,09:00:00,T-2213536,RoastedDuck,1
2022-12-05,09:00:00,T-2213536,Pilaf,1
05/12/2022,09:00:00,T-2213536,Various Flavors with Toppings,1
2022-12-05,09:00:00,T-2213536,,1
05/12/2022,09:36:00,T-2213537,CAESAR SALAD,1
2022-12-05,09:36:00,T-2213537,sushi rolls,3
2022-12-05,09:36:00,T-2213537,FriedRice,1
2022-12-05,09:36:00,T-2213537,fruit salad,2
2022-12-05,09:36:00,T-2213537,iced tea,2
2022-12-05,10:12:00,T-2213538,Seafood Skewers,1
2022-12-05,10:12:00,T-2213538,Ravioli,1
2022-12-05,10:12:00,T-2213538,Garlic Bread,1
2022-12-05,10:12:00,T-2213538,Tiramisu,2
05/12/2022,10:12:00,T-2213538,Coffee,1
2022-12-05,10:48:00,T-2213539,CALAMARI RINGS,1
2022-12-05,10:48:00,T-2213539,Tofu Dishes,1
05/12/2022,10:48:00,T-2213539,Fried Rice,1
2022-12-05,10:48:00,T-2213539,carrot cake,1
2022-12-05,10:48:00,T-2213539,Liqueurs,4
2022-12-05,11:24:00,T-2213540,BRUSCHETTA,2
2022-12-05,11:24:00,T-2213540,fettuccine,1
05/12/2022,11:24:00,T-2213540,GRILLED VEGETABLES,2
2022-12-05,11:24:00,T-2213540,Fruit Platter,1
2022-12-05,11:24:00,T-2213540,Lemonade,1
2022-12-05,12:00:00,T-2213541,SPRING ROLLS,1
2022-12-05,12:00:00,T-2213541,GRILLED FISH,1
05/12/2022,12:00:00,T-2213541,FRENCH FRIES,2
2022-12-05,12:00:00,T-2213541,cherry pie,1
2022-12-05,12:00:00,T-2213541,,2
05/12/2022,12:36:00,T-2213542,TOMATO SOUP,1
2022-12-05,12:36:00,T-2213542,FRIED FISH,1
2022-12-05,12:36:00,T-2213542,Dinner Rolls,2
2022-12-05,12:36:00,T-2213542,SlicedFruits,1
2022-12-05,12:36:00,T-2213542,Juice,1
2022-12-05,13:12:00,T-2213543,Samosas,1
2022-12-05,13:12:00,T-2213543,Chicken Breast,1
05/12/2022,13:12:00,T-2213543,Pilaf,1
2022-12-05,13:12:00,T-2213543,FRUIT PLATTER,3
2022-12-05,13:12:00,T-2213543,,1
2022-12-05,13:48:00,T-2213544,Garden Salad,3
2022-12-05,13:48:00,T-2213544,lamb chops,1
05/12/2022,13:48:00,T-2213544,GarlicBread,1
2022-12-05,13:48:00,T-2213544,chocolate pudding,1
2022-12-05,13:48:00,T-2213544,Juice,1
2022-12-05,14:24:00,T-2213545,Bruschetta,1
2022-12-05,14:24:00,T-2213545,Burgers,2
2022-12-05,14:24:00,T-2213545,PILAF,3
2022-12-05,14:24:00,T-2213545,Tiramisu,1
2022-12-05,14:24:00,T-2213545,,1
2022-12-05,15:00:00,T-2213546,seafood skewers,1
2022-12-05,15:00:00,T-2213546,TurkeyDishes,1
05/12/2022,15:00:00,T-2213546,mashed potatoes,1
05/12/2022,15:00:00,T-2213546,fruit salad,1
2022-12-05,15:00:00,T-2213546,Whiskey,2
2022-12-05,15:36:00,T-2213547,TOMATO SOUP,1
2022-12-05,15:36:00,T-2213547,Tofu Dishes,1
2022-12-05,15:36:00,T-2213547,,1
2022-12-05,15:36:00,T-2213547,Key Lime Pie,1
2022-12-05,15:36:00,T-2213547,Water,1
2022-12-05,16:12:00,T-2213548,Chicken Soup,1
2022-12-05,16:12:00,T-2213548,sushi rolls,1
2022-12-05,16:12:00,T-2213548,garlic bread,2
05/12/2022,16:12:00,T-2213548,APPLE PIE,2
2022-12-05,16:12:00,T-2213548,,1
05/12/2022,16:48:00,T-2213549,Tomato Soup,1
2022-12-05,16:48:00,T-2213549,Fettuccine,1
2022-12-05,16:48:00,T-2213549,Potato Wedges,1
05/12/2022,16:48:00,T-2213549,CHEESECAKE,1
2022-12-05,16:48:00,T-2213549,Whiskey,3
2022-12-05,17:24:00,T-2213550,Chicken Soup,1
2022-12-05,17:24:00,T-2213550,pork chops,1
2022-12-05,17:24:00,T-2213550,,1
05/12/2022,17:24:00,T-2213550,Various Flavors with Toppings,1
2022-12-05,17:24:00,T-2213550,WATER,1
2022-12-05,18:00:00,T-2213551,garden salad,1
2022-12-05,18:00:00,T-2213551,Vegetable Stir-Fry,4
05/12/2022,18:00:00,T-2213551,FRIED RICE,1
2022-12-05,18:00:00,T-2213551,,1
2022-12-05,18:00:00,T-2213551,juice,3
2022-12-05,18:36:00,T-2213552,SHRIMP COCKTAIL,1
2022-12-05,18:36:00,T-2213552,FRIED FISH,1
05/12/2022,18:36:00,T-2213552,French Fries,3
2022-12-05,18:36:00,T-2213552,CHOCOLATE PUDDING,1
2022-12-05,18:36:00,T-2213552,Coffee,3
2022-12-05,19:12:00,T-2213553,SeafoodSkewers,1
2022-12-05,19:12:00,T-2213553,seafood pasta,2
2022-12-05,19:12:00,T-2213553,roasted potatoes,1
2022-12-05,19:12:00,T-2213553,Tiramisu,1
2022-12-05,19:12:00,T-2213553,Vodka,2
05/12/2022,19:48:00,T-2213554,Caesar Salad,3
05/12/2022,19:48:00,T-2213554,steaks,3
2022-12-05,19:48:00,T-2213554,Dinner Rolls,3
2022-12-05,19:48:00,T-2213554,carrot cake,1
2022-12-05,19:48:00,T-2213554,Whiskey,1
2022-12-05,20:24:00,T-2213555,Seafood Skewers,1
2022-12-05,20:24:00,T-2213555,PORK CHOPS,1
2022-12-05,20:24:00,T-2213555,GrilledVegetables,1
2022-12-05,20:24:00,T-2213555,rice pudding,1
2022-12-05,20:24:00,T-2213555,beer,1
2022-12-05,21:00:00,T-2213556,Samosas,1
05/12/2022,21:00:00,T-2213556,lasagna,1
2022-12-05,21:00:00,T-2213556,Potato Wedges,3
05/12/2022,21:00:00,T-2213556,SLICED FRUITS,1
2022-12-05,21:00:00,T-2213556,vodka,1
2022-12-05,21:36:00,T-2213557,calamari rings,2
2022-12-05,21:36:00,T-2213557,Grilled Fish,1
2022-12-05,21:36:00,T-2213557,,1
2022-12-05,21:36:00,T-2213557,CHEESECAKE,2
2022-12-05,21:36:00,T-2213557,LEMONADE,1
2022-12-05,22:12:00,T-2213558,BRUSCHETTA,1
2022-12-05,22:12:00,T-2213558,Chicken Breast,1
05/12/2022,22:12:00,T-2213558,Plain Rice,1
2022-12-05,22:12:00,T-2213558,Fruit Platter,1
2022-12-05,22:12:00,T-2213558,Liqueurs,2
2022-12-05,22:48:00,T-2213559,TomatoSoup,1
2022-12-05,22:48:00,T-2213559,Burgers,1
2022-12-05,22:48:00,T-2213559,Mixed Vegetable Medley,1
2022-12-05,22:48:00,T-2213559,cheesecake,1
2022-12-05,22:48:00,T-2213559,,1
05/12/2022,23:24:00,T-2213560,SPRING ROLLS,1
2022-12-05,23:24:00,T-2213560,Turkey Dishes,1
2022-12-05,23:24:00,T-2213560,Pilaf,1
2022-12-05,23:24:00,T-2213560,CHEESECAKE,2
2022-12-05,23:24:00,T-2213560,Iced Tea,1
2022-12-06,00:00:00,T-2213561,Spring Rolls,2
06/12/2022,00:00:00,T-2213561,sushi rolls,1
2022-12-06,00:00:00,T-2213561,Pilaf,1
2022-12-06,00:00:00,T-2213561,,2
2022-12-06,00:00:00,T-2213561,Iced Tea,2
06/12/2022,00:36:00,T-2213562,Samosas,2
2022-12-06,00:36:00,T-2213562,vegetable stir-fry,4
2022-12-06,00:36:00,T-2213562,garlic bread,1
2022-12-06,00:36:00,T-2213562,Rice Pudding,1
06/12/2022,00:36:00,T-2213562,Whiskey,1
2022-12-06,01:12:00,T-2213563,bruschetta,2
2022-12-06,01:12:00,T-2213563,FRIED FISH,1
2022-12-06,01:12:00,T-2213563,POTATO WEDGES,3
2022-12-06,01:12:00,T-2213563,Cherry Pie,1
2022-12-06,01:12:00,T-2213563,Liqueurs,1
2022-12-06,01:48:00,T-2213564,CALAMARI RINGS,3
2022-12-06,01:48:00,T-2213564,SEAFOOD PASTA,1
2022-12-06,01:48:00,T-2213564,PotatoWedges,4
2022-12-06,01:48:00,T-2213564,KEY LIME PIE,1
2022-12-06,01:48:00,T-2213564,WINE,3
06/12/2022,02:24:00,T-2213565,spring rolls,1
06/12/2022,02:24:00,T-2213565,seafood pasta,2
2022-12-06,02:24:00,T-2213565,,1
2022-12-06,02:24:00,T-2213565,Rice Pudding,3
2022-12-06,02:24:00,T-2213565,water,2
2022-12-06,03:00:00,T-2213566,caesar salad,2
2022-12-06,03:00:00,T-2213566,Seafood Pasta,2
2022-12-06,03:00:00,T-2213566,Mixed Vegetable Medley,1
2022-12-06,03:00:00,T-2213566,Cheesecake,1
2022-12-06,03:00:00,T-2213566,Lemonade,1
2022-12-06,03:36:00,T-2213567,ChickenSoup,1
2022-12-06,03:36:00,T-2213567,PorkChops,2
2022-12-06,03:36:00,T-2213567,Garlic Bread,1
2022-12-06,03:36:00,T-2213567,Cheesecake,1
06/12/2022,03:36:00,T-2213567,Whiskey,1
2022-12-06,04:12:00,T-2213568,TOMATO SOUP,1
06/12/2022,04:12:00,T-2213568,SEAFOOD PASTA,1
06/12/2022,04:12:00,T-2213568,Garlic Bread,1
2022-12-06,04:12:00,T-2213568,Key Lime Pie,1
2022-12-06,04:12:00,T-2213568,WINE,2
2022-12-06,04:48:00,T-2213569,Caesar Salad,1
2022-12-06,04:48:00,T-2213569,Grilled Fish,1
2022-12-06,04:48:00,T-2213569,Mashed Potatoes,2
2022-12-06,04:48:00,T-2213569,Chocolate Cake,4
